date,state,total_enrollment,total_demographic_updates,total_biometric_updates
2025-11-01,Andhra Pradesh,624,25759,34142
2025-11-01,Arunachal Pradesh,26,331,438
2025-11-01,Assam,554,9442,7806
2025-11-01,Bihar,1677,47017,10605
2025-11-01,Chandigarh,14,213,276
2025-11-01,Chhattisgarh,288,10984,21437
2025-11-01,Dadra And Nagar Haveli And Daman And Diu,1,42,674
2025-11-01,Delhi,311,5174,3940
2025-11-01,Goa,30,347,420
2025-11-01,Gujarat,283,9630,25864
2025-11-01,Haryana,347,5298,7996
2025-11-01,Himachal Pradesh,79,1190,2755
2025-11-01,Jammu And Kashmir,123,3238,4119
2025-11-01,Jharkhand,359,11559,2773
2025-11-01,Karnataka,652,9641,8818
2025-11-01,Kerala,267,7406,3184
2025-11-01,Ladakh,0,8,9
2025-11-01,Lakshadweep,2,16,8
2025-11-01,Madhya Pradesh,1297,11218,12695
2025-11-01,Maharashtra,868,53551,54563
2025-11-01,Manipur,33,7215,1945
2025-11-01,Meghalaya,373,334,188
2025-11-01,Mizoram,22,172,173
2025-11-01,Nagaland,86,288,331
2025-11-01,Odisha,429,7250,16280
2025-11-01,Puducherry,44,251,577
2025-11-01,Punjab,1206,6561,11171
2025-11-01,Rajasthan,628,15127,19460
2025-11-01,Sikkim,8,75,38
2025-11-01,Tamil Nadu,2104,19862,63910
2025-11-01,Telangana,933,21607,28023
2025-11-01,Tripura,47,1439,2399
2025-11-01,Uttar Pradesh,3090,91958,63490
2025-11-01,Uttarakhand,135,4008,5370
2025-11-01,West Bengal,887,85248,18377
2025-11-02,Andaman And Nicobar Islands,2,41,126
2025-11-02,Andhra Pradesh,3125,12437,13570
2025-11-02,Arunachal Pradesh,36,81,152
2025-11-02,Assam,2493,3312,4660
2025-11-02,Bihar,8050,25904,28615
2025-11-02,Chandigarh,95,145,291
2025-11-02,Chhattisgarh,2380,3472,28541
2025-11-02,Dadra And Nagar Haveli And Daman And Diu,34,52,79
2025-11-02,Delhi,1491,3268,4619
2025-11-02,Goa,14,140,207
2025-11-02,Gujarat,3251,5122,6257
2025-11-02,Haryana,1751,3951,10630
2025-11-02,Himachal Pradesh,453,459,4439
2025-11-02,Jammu And Kashmir,1227,783,3690
2025-11-02,Jharkhand,3900,2799,10574
2025-11-02,Karnataka,3970,3413,10339
2025-11-02,Kerala,2176,1572,7087
2025-11-02,Ladakh,14,16,34
2025-11-02,Lakshadweep,12,3,15
2025-11-02,Madhya Pradesh,10016,5187,34808
2025-11-02,Maharashtra,7977,11778,66817
2025-11-02,Manipur,371,6022,3300
2025-11-02,Meghalaya,92,111,65
2025-11-02,Mizoram,71,49,82
2025-11-02,Nagaland,65,139,274
2025-11-02,Odisha,2849,3228,5472
2025-11-02,Puducherry,40,224,398
2025-11-02,Punjab,2036,1740,3624
2025-11-02,Rajasthan,6528,6257,20239
2025-11-02,Sikkim,11,26,25
2025-11-02,Tamil Nadu,6211,12650,35826
2025-11-02,Telangana,3441,18906,8659
2025-11-02,Tripura,261,416,845
2025-11-02,Uttar Pradesh,16349,31992,70850
2025-11-02,Uttarakhand,635,1477,5887
2025-11-02,West Bengal,8575,22259,14569
2025-11-03,Andaman And Nicobar Islands,3,118,77
2025-11-03,Andhra Pradesh,1249,21841,18631
2025-11-03,Arunachal Pradesh,42,566,404
2025-11-03,Assam,1022,11745,5100
2025-11-03,Bihar,2562,60791,28264
2025-11-03,Chandigarh,13,539,348
2025-11-03,Chhattisgarh,552,14269,29182
2025-11-03,Dadra And Nagar Haveli And Daman And Diu,5,191,179
2025-11-03,Delhi,332,6605,5234
2025-11-03,Goa,9,366,347
2025-11-03,Gujarat,851,13340,12277
2025-11-03,Haryana,630,7885,10783
2025-11-03,Himachal Pradesh,161,1063,4099
2025-11-03,Jammu And Kashmir,401,1649,2995
2025-11-03,Jharkhand,960,11496,10685
2025-11-03,Karnataka,782,10865,6733
2025-11-03,Kerala,533,7110,4194
2025-11-03,Ladakh,6,40,29
2025-11-03,Lakshadweep,2,14,14
2025-11-03,Madhya Pradesh,2753,20436,38064
2025-11-03,Maharashtra,1851,107089,57683
2025-11-03,Manipur,63,7667,2140
2025-11-03,Meghalaya,401,947,479
2025-11-03,Mizoram,29,311,172
2025-11-03,Nagaland,58,538,520
2025-11-03,Odisha,647,13563,14720
2025-11-03,Puducherry,45,479,456
2025-11-03,Punjab,384,9293,7343
2025-11-03,Rajasthan,1595,20757,26779
2025-11-03,Sikkim,7,100,40
2025-11-03,Tamil Nadu,4298,24413,37721
2025-11-03,Telangana,1084,14712,11993
2025-11-03,Tripura,93,1422,1224
2025-11-03,Uttar Pradesh,4633,56502,76690
2025-11-03,Uttarakhand,381,2177,6004
2025-11-03,West Bengal,3088,30660,11034
2025-11-04,Andaman And Nicobar Islands,0,47,7
2025-11-04,Andhra Pradesh,24,20105,32836
2025-11-04,Arunachal Pradesh,0,385,782
2025-11-04,Assam,15,9608,9556
2025-11-04,Bihar,113,62881,7610
2025-11-04,Chandigarh,0,377,80
2025-11-04,Chhattisgarh,49,10609,1820
2025-11-04,Dadra And Nagar Haveli And Daman And Diu,0,80,178
2025-11-04,Delhi,14,5145,3431
2025-11-04,Goa,1,432,491
2025-11-04,Gujarat,7,14137,14079
2025-11-04,Haryana,22,5579,2936
2025-11-04,Himachal Pradesh,11,849,573
2025-11-04,Jammu And Kashmir,8,2041,6841
2025-11-04,Jharkhand,49,12404,2642
2025-11-04,Karnataka,2,15233,10167
2025-11-04,Kerala,11,12379,9223
2025-11-04,Ladakh,0,13,21
2025-11-04,Lakshadweep,0,11,22
2025-11-04,Madhya Pradesh,132,20207,2976
2025-11-04,Maharashtra,37,128592,61206
2025-11-04,Manipur,0,7805,4032
2025-11-04,Meghalaya,5,683,704
2025-11-04,Mizoram,1,190,145
2025-11-04,Nagaland,1,487,271
2025-11-04,Odisha,72,11237,12935
2025-11-04,Puducherry,0,334,429
2025-11-04,Punjab,6,6938,5913
2025-11-04,Rajasthan,76,18246,1391
2025-11-04,Sikkim,2,84,31
2025-11-04,Tamil Nadu,13,36169,44116
2025-11-04,Telangana,16,11179,21370
2025-11-04,Tripura,3,1258,2105
2025-11-04,Uttar Pradesh,202,65120,9122
2025-11-04,Uttarakhand,9,2890,520
2025-11-04,West Bengal,106,45119,17782
2025-11-05,Andaman And Nicobar Islands,4,44,106
2025-11-05,Andhra Pradesh,2786,16286,17019
2025-11-05,Arunachal Pradesh,60,192,431
2025-11-05,Assam,2534,6312,5753
2025-11-05,Bihar,9574,39418,21647
2025-11-05,Chandigarh,39,264,176
2025-11-05,Chhattisgarh,1867,5266,13028
2025-11-05,Dadra And Nagar Haveli And Daman And Diu,3,148,103
2025-11-05,Delhi,871,3734,3391
2025-11-05,Goa,54,333,384
2025-11-05,Gujarat,1712,8545,8054
2025-11-05,Haryana,1347,3644,5539
2025-11-05,Himachal Pradesh,282,419,2033
2025-11-05,Jammu And Kashmir,682,1254,3097
2025-11-05,Jharkhand,3332,4084,7610
2025-11-05,Karnataka,2660,7918,18397
2025-11-05,Kerala,1763,8142,8673
2025-11-05,Ladakh,13,32,19
2025-11-05,Lakshadweep,5,10,31
2025-11-05,Madhya Pradesh,7073,10124,18381
2025-11-05,Maharashtra,3916,36517,95516
2025-11-05,Manipur,249,5869,3534
2025-11-05,Meghalaya,568,542,968
2025-11-05,Mizoram,59,117,151
2025-11-05,Nagaland,124,298,440
2025-11-05,Odisha,1231,3623,4195
2025-11-05,Puducherry,68,312,555
2025-11-05,Punjab,990,3037,3452
2025-11-05,Rajasthan,5501,9491,15029
2025-11-05,Sikkim,16,73,89
2025-11-05,Tamil Nadu,3918,16431,37296
2025-11-05,Telangana,1327,12230,5403
2025-11-05,Tripura,282,837,1600
2025-11-05,Uttar Pradesh,13389,37316,40785
2025-11-05,Uttarakhand,557,1712,3186
2025-11-05,West Bengal,6674,14982,10180
2025-11-06,Andaman And Nicobar Islands,3,74,155
2025-11-06,Andhra Pradesh,1422,12415,15458
2025-11-06,Arunachal Pradesh,73,291,488
2025-11-06,Assam,1688,7953,5629
2025-11-06,Bihar,5335,36265,48299
2025-11-06,Chandigarh,22,449,324
2025-11-06,Chhattisgarh,859,8968,30471
2025-11-06,Dadra And Nagar Haveli And Daman And Diu,9,309,111
2025-11-06,Delhi,558,5471,6397
2025-11-06,Goa,29,590,484
2025-11-06,Gujarat,1097,18757,10519
2025-11-06,Haryana,896,11359,14736
2025-11-06,Himachal Pradesh,188,2000,5354
2025-11-06,Jammu And Kashmir,471,5210,4157
2025-11-06,Jharkhand,1646,18191,17272
2025-11-06,Karnataka,1908,20939,15071
2025-11-06,Kerala,863,11989,8397
2025-11-06,Ladakh,5,49,22
2025-11-06,Lakshadweep,5,23,12
2025-11-06,Madhya Pradesh,3862,23066,27731
2025-11-06,Maharashtra,2026,132317,36602
2025-11-06,Manipur,110,11287,1651
2025-11-06,Meghalaya,219,719,307
2025-11-06,Mizoram,34,441,117
2025-11-06,Nagaland,52,521,375
2025-11-06,Odisha,851,12879,7010
2025-11-06,Puducherry,23,561,376
2025-11-06,Punjab,432,8611,4888
2025-11-06,Rajasthan,3257,21573,23833
2025-11-06,Sikkim,10,113,101
2025-11-06,Tamil Nadu,2441,29472,22500
2025-11-06,Telangana,1058,20027,8369
2025-11-06,Tripura,101,1531,1413
2025-11-06,Uttar Pradesh,7817,86531,81416
2025-11-06,Uttarakhand,322,3680,6460
2025-11-06,West Bengal,3865,77385,12137
2025-11-06,West Bengli,0,1,0
2025-11-07,Andaman And Nicobar Islands,4,95,62
2025-11-07,Andhra Pradesh,1452,20502,22476
2025-11-07,Arunachal Pradesh,47,307,1175
2025-11-07,Assam,1143,7581,10134
2025-11-07,Bihar,3731,43809,18086
2025-11-07,Chandigarh,22,310,156
2025-11-07,Chhattisgarh,1015,10420,10441
2025-11-07,Dadra And Nagar Haveli And Daman And Diu,7,169,301
2025-11-07,Delhi,516,5430,3813
2025-11-07,Goa,25,449,450
2025-11-07,Gujarat,1452,16539,25617
2025-11-07,Haryana,848,6782,7114
2025-11-07,Himachal Pradesh,223,1178,2628
2025-11-07,Jammu And Kashmir,607,2063,6236
2025-11-07,Jharkhand,2300,9953,7951
2025-11-07,Karnataka,1518,14758,8904
2025-11-07,Kerala,633,10622,7146
2025-11-07,Ladakh,6,42,14
2025-11-07,Lakshadweep,1,16,12
2025-11-07,Madhya Pradesh,4206,23593,12664
2025-11-07,Maharashtra,3218,122038,64330
2025-11-07,Manipur,93,7297,5099
2025-11-07,Meghalaya,104,267,415
2025-11-07,Mizoram,28,282,257
2025-11-07,Nagaland,96,341,836
2025-11-07,Odisha,802,8812,22786
2025-11-07,Puducherry,45,498,926
2025-11-07,Punjab,384,7370,14032
2025-11-07,Rajasthan,2511,19057,17623
2025-11-07,Sikkim,7,89,125
2025-11-07,Tamil Nadu,3291,19446,29986
2025-11-07,Telangana,1543,9678,10740
2025-11-07,Tripura,116,921,1288
2025-11-07,Uttar Pradesh,6721,49510,34552
2025-11-07,Uttarakhand,334,2865,2707
2025-11-07,West Bengal,3259,43751,19526
2025-11-08,Andaman And Nicobar Islands,7,30,83
2025-11-08,Andhra Pradesh,1369,14769,18049
2025-11-08,Arunachal Pradesh,63,214,457
2025-11-08,Assam,1560,9197,8330
2025-11-08,Bihar,6788,58529,11208
2025-11-08,Chandigarh,40,273,117
2025-11-08,Chhattisgarh,1541,11805,10058
2025-11-08,Dadra And Nagar Haveli And Daman And Diu,12,190,78
2025-11-08,Delhi,785,5880,2896
2025-11-08,Goa,54,369,381
2025-11-08,Gujarat,2398,14727,9633
2025-11-08,Haryana,1117,6877,5598
2025-11-08,Himachal Pradesh,262,839,1586
2025-11-08,Jammu And Kashmir,654,2421,4773
2025-11-08,Jharkhand,2438,10709,6212
2025-11-08,Karnataka,1571,11358,20172
2025-11-08,Kerala,822,8995,9455
2025-11-08,Ladakh,7,24,17
2025-11-08,Lakshadweep,1,14,20
2025-11-08,Madhya Pradesh,5625,12848,13772
2025-11-08,Maharashtra,3259,87273,101413
2025-11-08,Manipur,150,12533,4737
2025-11-08,Meghalaya,210,246,136
2025-11-08,Mizoram,56,146,112
2025-11-08,Nagaland,236,189,715
2025-11-08,Odisha,820,7366,14772
2025-11-08,Puducherry,76,347,605
2025-11-08,Punjab,671,4587,6902
2025-11-08,Rajasthan,3169,16235,13689
2025-11-08,Sikkim,13,42,35
2025-11-08,Tamil Nadu,2462,27031,35582
2025-11-08,Telangana,1153,19186,11928
2025-11-08,Tripura,102,863,712
2025-11-08,Uttar Pradesh,8633,69511,27373
2025-11-08,Uttarakhand,439,4164,2541
2025-11-08,West Bengal,3797,59942,13834
2025-11-09,Andaman And Nicobar Islands,4,22,41
2025-11-09,Andhra Pradesh,1086,8874,2229
2025-11-09,Arunachal Pradesh,26,143,157
2025-11-09,Assam,920,3028,2257
2025-11-09,Bihar,4076,21782,19815
2025-11-09,Chandigarh,33,303,147
2025-11-09,Chhattisgarh,1039,3232,16329
2025-11-09,Dadra And Nagar Haveli And Daman And Diu,11,70,21
2025-11-09,Delhi,648,2949,3027
2025-11-09,Goa,25,163,194
2025-11-09,Gujarat,2502,4024,2406
2025-11-09,Haryana,1032,2356,6616
2025-11-09,Himachal Pradesh,266,255,2037
2025-11-09,Jammu And Kashmir,803,533,1905
2025-11-09,Jharkhand,2509,2709,8793
2025-11-09,Karnataka,1350,3118,3149
2025-11-09,Kerala,1048,1921,3569
2025-11-09,Ladakh,12,19,16
2025-11-09,Lakshadweep,2,4,11
2025-11-09,Madhya Pradesh,5078,5581,27251
2025-11-09,Maharashtra,3784,8765,44281
2025-11-09,Manipur,140,4887,3028
2025-11-09,Meghalaya,60,57,90
2025-11-09,Mizoram,46,21,55
2025-11-09,Nagaland,80,34,218
2025-11-09,Odisha,1220,1124,1132
2025-11-09,Puducherry,29,81,84
2025-11-09,Punjab,776,863,2098
2025-11-09,Rajasthan,3108,3581,20060
2025-11-09,Sikkim,6,14,6
2025-11-09,Tamil Nadu,2282,5985,4807
2025-11-09,Telangana,1386,9506,1499
2025-11-09,Tripura,83,266,254
2025-11-09,Uttar Pradesh,7908,28791,43706
2025-11-09,Uttarakhand,385,2099,4028
2025-11-09,West Bengal,4427,20539,6561
2025-11-10,Andaman And Nicobar Islands,6,110,85
2025-11-10,Andhra Pradesh,1687,16235,16710
2025-11-10,Arunachal Pradesh,22,349,588
2025-11-10,Assam,1396,7060,5634
2025-11-10,Bihar,6111,33894,27987
2025-11-10,Chandigarh,56,320,270
2025-11-10,Chhattisgarh,1220,11814,23286
2025-11-10,Dadra And Nagar Haveli And Daman And Diu,13,105,120
2025-11-10,Delhi,880,4565,5436
2025-11-10,Goa,19,446,530
2025-11-10,Gujarat,1766,11266,12930
2025-11-10,Haryana,1246,5910,9391
2025-11-10,Himachal Pradesh,286,1253,2793
2025-11-10,Jammu And Kashmir,814,2459,4276
2025-11-10,Jharkhand,2931,11321,9422
2025-11-10,Karnataka,2994,12506,14192
2025-11-10,Kerala,1092,8203,5001
2025-11-10,Ladakh,11,24,12
2025-11-10,Lakshadweep,7,25,8
2025-11-10,Madhya Pradesh,6084,15570,17837
2025-11-10,Maharashtra,4352,110587,40056
2025-11-10,Manipur,208,9344,2711
2025-11-10,Meghalaya,407,666,402
2025-11-10,Mizoram,33,243,80
2025-11-10,Nagaland,79,288,393
2025-11-10,Odisha,1257,8091,13337
2025-11-10,Puducherry,56,385,590
2025-11-10,Punjab,676,6267,6753
2025-11-10,Rajasthan,4450,18232,30860
2025-11-10,Sikkim,12,132,49
2025-11-10,Tamil Nadu,3175,28723,41632
2025-11-10,Telangana,2100,10675,9569
2025-11-10,Tripura,161,1662,1063
2025-11-10,Uttar Pradesh,14428,93461,46788
2025-11-10,Uttarakhand,543,4174,4022
2025-11-10,West Bengal,6383,59872,11957
2025-11-11,Andaman And Nicobar Islands,12,81,90
2025-11-11,Andhra Pradesh,1400,16877,17008
2025-11-11,Arunachal Pradesh,33,240,704
2025-11-11,Assam,1355,5873,6599
2025-11-11,Bihar,3985,25596,25569
2025-11-11,Chandigarh,23,245,219
2025-11-11,Chhattisgarh,952,8454,21138
2025-11-11,Dadra And Nagar Haveli And Daman And Diu,11,61,84
2025-11-11,Delhi,573,4702,4870
2025-11-11,Goa,30,288,521
2025-11-11,Gujarat,1821,9712,6402
2025-11-11,Haryana,894,5641,9655
2025-11-11,Himachal Pradesh,251,1050,2558
2025-11-11,Jammu And Kashmir,504,1986,3935
2025-11-11,Jharkhand,2073,10128,9272
2025-11-11,Karnataka,2688,11573,8034
2025-11-11,Kerala,982,6654,5589
2025-11-11,Ladakh,4,42,22
2025-11-11,Lakshadweep,1,7,19
2025-11-11,Madhya Pradesh,5088,14951,22566
2025-11-11,Maharashtra,3198,84060,69884
2025-11-11,Manipur,116,8813,4008
2025-11-11,Meghalaya,387,442,593
2025-11-11,Mizoram,71,253,223
2025-11-11,Nagaland,61,267,773
2025-11-11,Odisha,1179,7361,9094
2025-11-11,Puducherry,39,245,510
2025-11-11,Punjab,703,5927,8478
2025-11-11,Rajasthan,2229,14594,32631
2025-11-11,Sikkim,4,34,45
2025-11-11,Tamil Nadu,2248,16612,30301
2025-11-11,Telangana,1067,8605,12675
2025-11-11,Tripura,127,831,1739
2025-11-11,Uttar Pradesh,6196,51342,74115
2025-11-11,Uttarakhand,375,1885,6356
2025-11-11,West Bengal,3324,32930,18294
2025-11-12,Andaman And Nicobar Islands,5,75,91
2025-11-12,Andhra Pradesh,1083,12361,24866
2025-11-12,Arunachal Pradesh,47,291,878
2025-11-12,Assam,1672,4754,5023
2025-11-12,Bihar,4419,25018,14159
2025-11-12,Chandigarh,16,207,160
2025-11-12,Chhatisgarh,0,0,1
2025-11-12,Chhattisgarh,784,11058,12930
2025-11-12,Dadra And Nagar Haveli And Daman And Diu,15,158,229
2025-11-12,Delhi,586,4088,4136
2025-11-12,Goa,29,328,603
2025-11-12,Gujarat,2497,12268,16157
2025-11-12,Haryana,639,5361,6174
2025-11-12,Himachal Pradesh,147,1386,1975
2025-11-12,Jammu And Kashmir,298,3047,7091
2025-11-12,Jharkhand,1271,14402,10396
2025-11-12,Karnataka,1141,15704,16691
2025-11-12,Kerala,705,10309,9500
2025-11-12,Ladakh,2,12,23
2025-11-12,Lakshadweep,0,8,44
2025-11-12,Madhya Pradesh,3190,15847,18491
2025-11-12,Maharashtra,2364,160198,77838
2025-11-12,Manipur,118,7094,4653
2025-11-12,Meghalaya,547,472,654
2025-11-12,Mizoram,77,204,346
2025-11-12,Nagaland,78,235,699
2025-11-12,Odisha,611,6991,15837
2025-11-12,Puducherry,73,326,723
2025-11-12,Punjab,444,6539,8567
2025-11-12,Rajasthan,2775,12512,20357
2025-11-12,Sikkim,4,51,35
2025-11-12,Tamil Nadu,2316,16560,40085
2025-11-12,Telangana,1465,15574,16642
2025-11-12,Tripura,178,1831,2048
2025-11-12,Uttar Pradesh,7818,114283,50677
2025-11-12,Uttarakhand,276,3916,5210
2025-11-12,West Bengal,2783,60254,18540
2025-11-13,Andaman And Nicobar Islands,4,72,101
2025-11-13,Andhra Pradesh,1198,18403,12379
2025-11-13,Arunachal Pradesh,34,368,415
2025-11-13,Assam,1070,6123,3867
2025-11-13,Bihar,2910,30088,17094
2025-11-13,Chandigarh,36,177,165
2025-11-13,Chhattisgarh,635,6056,11168
2025-11-13,Dadra And Nagar Haveli And Daman And Diu,10,42,98
2025-11-13,Delhi,468,2381,3271
2025-11-13,Goa,43,160,402
2025-11-13,Gujarat,1967,5470,7732
2025-11-13,Haryana,700,2516,7926
2025-11-13,Himachal Pradesh,181,473,2423
2025-11-13,Jammu And Kashmir,316,1146,5627
2025-11-13,Jharkhand,1059,4909,10633
2025-11-13,Karnataka,1198,4960,15194
2025-11-13,Kerala,625,3241,6154
2025-11-13,Ladakh,5,8,20
2025-11-13,Lakshadweep,1,4,44
2025-11-13,Madhya Pradesh,2745,6787,26838
2025-11-13,Maharashtra,1603,73852,60073
2025-11-13,Manipur,49,4459,2716
2025-11-13,Meghalaya,353,272,364
2025-11-13,Mizoram,39,241,238
2025-11-13,Nagaland,49,258,555
2025-11-13,Odisha,602,8437,14815
2025-11-13,Puducherry,58,278,529
2025-11-13,Punjab,419,4858,8884
2025-11-13,Rajasthan,3172,14046,28236
2025-11-13,Sikkim,6,74,56
2025-11-13,Tamil Nadu,2321,20668,29278
2025-11-13,Telangana,1138,14238,8763
2025-11-13,Tripura,87,936,1150
2025-11-13,Uttar Pradesh,5684,52726,61596
2025-11-13,Uttarakhand,294,3031,6551
2025-11-13,West Bengal,1946,49443,12055
2025-11-14,Andaman And Nicobar Islands,6,66,41
2025-11-14,Andhra Pradesh,1833,23183,16878
2025-11-14,Arunachal Pradesh,30,449,444
2025-11-14,Assam,1215,10596,4392
2025-11-14,Bihar,4150,29239,7965
2025-11-14,Chandigarh,35,240,91
2025-11-14,Chhattisgarh,1321,13018,5417
2025-11-14,Dadra And Nagar Haveli And Daman And Diu,22,67,296
2025-11-14,Delhi,667,4794,2630
2025-11-14,Goa,62,354,393
2025-11-14,Gujarat,3531,9571,21416
2025-11-14,Haryana,1142,5534,5507
2025-11-14,Himachal Pradesh,173,829,1321
2025-11-14,Jammu And Kashmir,390,1421,7016
2025-11-14,Jharkhand,1452,7237,5139
2025-11-14,Karnataka,1880,9563,13807
2025-11-14,Kerala,605,8497,10361
2025-11-14,Ladakh,10,31,21
2025-11-14,Lakshadweep,2,5,42
2025-11-14,Madhya Pradesh,4564,14433,8612
2025-11-14,Maharashtra,3227,101253,53648
2025-11-14,Manipur,83,4633,3777
2025-11-14,Meghalaya,332,251,229
2025-11-14,Mizoram,48,123,259
2025-11-14,Nagaland,54,178,403
2025-11-14,Odisha,937,5387,11432
2025-11-14,Puducherry,73,205,376
2025-11-14,Punjab,423,5438,8637
2025-11-14,Rajasthan,2729,15120,10077
2025-11-14,Sikkim,6,56,54
2025-11-14,Tamil Nadu,2392,24691,20476
2025-11-14,Telangana,1799,13235,6529
2025-11-14,Tripura,119,1246,1050
2025-11-14,Uttar Pradesh,7853,98387,18647
2025-11-14,Uttarakhand,421,4900,2359
2025-11-14,West Bengal,2653,53854,15779
2025-11-15,Andaman And Nicobar Islands,14,38,43
2025-11-15,Andhra Pradesh,3836,18213,13429
2025-11-15,Arunachal Pradesh,78,278,273
2025-11-15,Assam,3954,7551,2854
2025-11-15,Bihar,12874,37398,9319
2025-11-15,Chandigarh,72,293,111
2025-11-15,Chhattisgarh,3279,10555,6376
2025-11-15,Dadra And Nagar Haveli And Daman And Diu,19,89,81
2025-11-15,Delhi,1555,4036,2878
2025-11-15,Goa,49,278,293
2025-11-15,Gujarat,6014,12501,8327
2025-11-15,Haryana,4165,5166,4959
2025-11-15,Himachal Pradesh,869,1254,1462
2025-11-15,Jammu And Kashmir,2319,2490,4363
2025-11-15,Jharkhand,6941,8527,4691
2025-11-15,Karnataka,5210,11358,11572
2025-11-15,Kerala,3262,9603,7248
2025-11-15,Ladakh,25,42,14
2025-11-15,Lakshadweep,5,21,16
2025-11-15,Madhya Pradesh,12930,11320,10095
2025-11-15,Maharashtra,8329,116844,55189
2025-11-15,Manipur,324,10587,2501
2025-11-15,Meghalaya,344,226,151
2025-11-15,Mizoram,98,265,162
2025-11-15,Nagaland,97,247,363
2025-11-15,Odisha,1711,10027,9764
2025-11-15,Puducherry,30,468,428
2025-11-15,Punjab,880,7192,6799
2025-11-15,Rajasthan,7238,17991,11954
2025-11-15,Sikkim,25,83,37
2025-11-15,Tamil Nadu,4259,23239,28358
2025-11-15,Telangana,2658,14451,10121
2025-11-15,Tripura,324,1331,1236
2025-11-15,Uttar Pradesh,18235,64146,35432
2025-11-15,Uttarakhand,1035,1794,3584
2025-11-15,West Bengal,6941,22826,10990
2025-11-16,Andaman And Nicobar Islands,5,13,64
2025-11-16,Andhra Pradesh,1419,7663,3808
2025-11-16,Arunachal Pradesh,20,107,132
2025-11-16,Assam,1529,3196,1787
2025-11-16,Bihar,3561,9890,23747
2025-11-16,Chandigarh,26,234,232
2025-11-16,Chhattisgarh,1231,2790,20504
2025-11-16,Dadra And Nagar Haveli And Daman And Diu,16,56,62
2025-11-16,Delhi,779,2773,6306
2025-11-16,Goa,29,237,212
2025-11-16,Gujarat,3834,7463,2926
2025-11-16,Haryana,1150,2928,10369
2025-11-16,Himachal Pradesh,294,324,3430
2025-11-16,Jammu And Kashmir,730,1228,3475
2025-11-16,Jharkhand,2103,2548,9827
2025-11-16,Karnataka,2429,3253,4121
2025-11-16,Kerala,882,2444,5499
2025-11-16,Ladakh,11,20,20
2025-11-16,Lakshadweep,3,11,17
2025-11-16,Madhya Pradesh,4477,2792,24333
2025-11-16,Maharashtra,2980,10111,32218
2025-11-16,Manipur,72,1679,1341
2025-11-16,Meghalaya,119,96,77
2025-11-16,Mizoram,47,59,64
2025-11-16,Nagaland,49,117,136
2025-11-16,Odisha,1599,2820,2421
2025-11-16,Puducherry,36,142,174
2025-11-16,Punjab,760,1945,2310
2025-11-16,Rajasthan,4689,3726,23628
2025-11-16,Sikkim,15,15,12
2025-11-16,Tamil Nadu,3715,7760,9138
2025-11-16,Telangana,1375,7057,2539
2025-11-16,Tripura,186,247,688
2025-11-16,Uttar Pradesh,9459,16663,79776
2025-11-16,Uttarakhand,503,669,9198
2025-11-16,West Bengal,3782,6979,7723
2025-11-17,Andaman And Nicobar Islands,1,38,172
2025-11-17,Andhra Pradesh,791,14144,13573
2025-11-17,Arunachal Pradesh,13,405,304
2025-11-17,Assam,704,7608,2477
2025-11-17,Bihar,2193,33496,22234
2025-11-17,Chandigarh,14,430,203
2025-11-17,Chhattisgarh,673,12640,15445
2025-11-17,Dadra And Nagar Haveli And Daman And Diu,13,90,106
2025-11-17,Delhi,407,3760,4942
2025-11-17,Goa,6,299,308
2025-11-17,Gujarat,2144,10174,7896
2025-11-17,Haryana,516,4739,9936
2025-11-17,Himachal Pradesh,134,903,3387
2025-11-17,Jammu And Kashmir,292,1918,4044
2025-11-17,Jharkhand,1121,8530,11351
2025-11-17,Karnataka,2441,7054,8146
2025-11-17,Kerala,512,5774,4912
2025-11-17,Ladakh,2,36,32
2025-11-17,Lakshadweep,2,12,10
2025-11-17,Madhya Pradesh,2795,9649,25106
2025-11-17,Maharashtra,1771,117722,34626
2025-11-17,Manipur,62,7323,1273
2025-11-17,Meghalaya,192,810,91
2025-11-17,Mizoram,29,369,142
2025-11-17,Nagaland,35,419,255
2025-11-17,Odisha,624,9600,7206
2025-11-17,Puducherry,19,349,252
2025-11-17,Punjab,807,6377,2287
2025-11-17,Rajasthan,1998,10777,22549
2025-11-17,Sikkim,3,18,14
2025-11-17,Tamil Nadu,2297,15220,14564
2025-11-17,Telangana,620,4388,4354
2025-11-17,Tripura,74,1039,783
2025-11-17,Uttar Pradesh,4993,44807,75693
2025-11-17,Uttarakhand,267,1132,9193
2025-11-17,West Bengal,2113,24830,7864
2025-11-18,Andaman And Nicobar Islands,9,96,121
2025-11-18,Andhra Pradesh,2224,15735,30356
2025-11-18,Arunachal Pradesh,40,166,524
2025-11-18,Assam,2308,2053,2933
2025-11-18,Bihar,7326,22675,17048
2025-11-18,Chandigarh,45,412,210
2025-11-18,Chhattisgarh,1542,11881,9539
2025-11-18,Dadra And Nagar Haveli And Daman And Diu,20,74,130
2025-11-18,Delhi,1070,3659,3793
2025-11-18,Goa,51,261,579
2025-11-18,Gujarat,4360,11213,13093
2025-11-18,Haryana,1272,6897,8447
2025-11-18,Himachal Pradesh,248,1534,2309
2025-11-18,Jammu And Kashmir,688,2822,5683
2025-11-18,Jharkhand,1549,15522,9436
2025-11-18,Karnataka,3707,9784,17032
2025-11-18,Kerala,1920,9761,8869
2025-11-18,Ladakh,7,90,25
